brokerId;lat;lon;function;leader;boxMinX;boxMinY;boxMaxX;boxMaxY
Belo Horizonte-1076967355;-19.8917;-43.9478;Broker;Belo Horizonte-1076967355;null;null;null;null
Belo Horizonte-1076967355;-87.00000000000006;-177.00000000000006;BrokerField;null;-190.0;-90.0;-174.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-171.00000000000006;BrokerField;null;-174.0;-90.0;-168.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-165.00000000000006;BrokerField;null;-168.0;-90.0;-162.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-159.00000000000006;BrokerField;null;-162.0;-90.0;-156.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-153.00000000000006;BrokerField;null;-156.0;-90.0;-150.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-147.00000000000006;BrokerField;null;-150.0;-90.0;-144.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-141.00000000000006;BrokerField;null;-144.0;-90.0;-138.0000000000001;-84.0000000000001
Belo Horizonte-1076967355;-87.00000000000006;-135.00000000000006;BrokerField;null;-138.0;-90.0;-132.0000000000001;-84.0000000000001
Jakarta-1360771077;-6.2146;106.8451;Broker;Jakarta-1360771077;null;null;null;null
Jakarta-1360771077;-75.00000000000006;-177.00000000000006;BrokerField;null;-180.0;-78.0;-174.0000000000001;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;110.99999999999994;BrokerField;null;108.0;-78.0;113.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;116.99999999999994;BrokerField;null;114.0;-78.0;119.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;122.99999999999994;BrokerField;null;120.0;-78.0;125.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;128.99999999999994;BrokerField;null;126.0;-78.0;131.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;134.99999999999994;BrokerField;null;132.0;-78.0;137.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;140.99999999999994;BrokerField;null;138.0;-78.0;143.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;146.99999999999994;BrokerField;null;144.0;-78.0;149.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;152.99999999999994;BrokerField;null;150.0;-78.0;155.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;158.99999999999994;BrokerField;null;156.0;-78.0;161.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;164.99999999999994;BrokerField;null;162.0;-78.0;167.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;170.99999999999994;BrokerField;null;168.0;-78.0;173.9999999999999;-72.0000000000001
Jakarta-1360771077;-75.00000000000006;176.99999999999994;BrokerField;null;174.0;-78.0;179.9999999999999;-72.0000000000001
Jakarta-1360771077;-69.00000000000006;-177.00000000000006;BrokerField;null;-180.0;-72.0;-174.0000000000001;-66.0000000000001
Jakarta-1360771077;-69.00000000000006;-171.00000000000006;BrokerField;null;-174.0;-72.0;-168.0000000000001;-66.0000000000001
Jakarta-1360771077;-69.00000000000006;92.99999999999994;BrokerField;null;90.0;-72.0;95.9999999999999;-66.0000000000001
Paris-1250015082;48.8566;2.3522;Broker;Paris-1250015082;null;null;null;null
Paris-1250015082;26.99999999999995;-27.00000000000005;BrokerField;null;-40.0;24.0;-24.0000000000001;29.9999999999999
Paris-1250015082;32.99999999999995;-21.00000000000005;BrokerField;null;-24.0;30.0;-18.0000000000001;35.9999999999999
Paris-1250015082;32.99999999999995;-15.00000000000005;BrokerField;null;-18.0;30.0;-12.0000000000001;35.9999999999999
Paris-1250015082;32.99999999999995;-9.00000000000005;BrokerField;null;-12.0;30.0;-6.0000000000001;35.9999999999999
Paris-1250015082;32.99999999999995;-3.00000000000005;BrokerField;null;-6.0;30.0;-1.0E-13;35.9999999999999
Paris-1250015082;32.99999999999995;2.99999999999995;BrokerField;null;0.0;30.0;5.9999999999999;35.9999999999999
Paris-1250015082;32.99999999999995;8.99999999999995;BrokerField;null;6.0;30.0;11.9999999999999;35.9999999999999
Paris-1250015082;32.99999999999995;14.99999999999995;BrokerField;null;12.0;30.0;17.9999999999999;35.9999999999999
Paris-1250015082;38.99999999999995;-33.00000000000005;BrokerField;null;-36.0;36.0;-30.0000000000001;41.9999999999999
Paris-1250015082;38.99999999999995;-27.00000000000005;BrokerField;null;-30.0;36.0;-24.0000000000001;41.9999999999999
Paris-1250015082;38.99999999999995;-21.00000000000005;BrokerField;null;-24.0;36.0;-18.0000000000001;41.9999999999999
Paris-1250015082;38.99999999999995;-15.00000000000005;BrokerField;null;-18.0;36.0;-12.0000000000001;41.9999999999999
Paris-1250015082;38.99999999999995;-9.00000000000005;BrokerField;null;-12.0;36.0;-6.0000000000001;41.9999999999999
Paris-1250015082;38.99999999999995;-3.00000000000005;BrokerField;null;-6.0;36.0;-1.0E-13;41.9999999999999
Paris-1250015082;38.99999999999995;2.99999999999995;BrokerField;null;0.0;36.0;5.9999999999999;41.9999999999999
Paris-1250015082;80.99999999999994;38.99999999999995;BrokerField;null;36.0;78.0;41.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;44.99999999999995;BrokerField;null;42.0;78.0;47.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;50.99999999999995;BrokerField;null;48.0;78.0;53.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;56.99999999999995;BrokerField;null;54.0;78.0;59.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;62.99999999999995;BrokerField;null;60.0;78.0;65.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;68.99999999999994;BrokerField;null;66.0;78.0;71.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;74.99999999999994;BrokerField;null;72.0;78.0;77.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;80.99999999999994;BrokerField;null;78.0;78.0;83.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;86.99999999999994;BrokerField;null;84.0;78.0;89.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;92.99999999999994;BrokerField;null;90.0;78.0;95.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;98.99999999999994;BrokerField;null;96.0;78.0;101.9999999999999;83.9999999999999
Paris-1250015082;80.99999999999994;104.99999999999994;BrokerField;null;102.0;78.0;107.9999999999999;83.9999999999999
Paris-1250015082;86.99999999999994;-177.00000000000006;BrokerField;null;-180.0;84.0;-174.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-171.00000000000006;BrokerField;null;-174.0;84.0;-168.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-165.00000000000006;BrokerField;null;-168.0;84.0;-162.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-159.00000000000006;BrokerField;null;-162.0;84.0;-156.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-153.00000000000006;BrokerField;null;-156.0;84.0;-150.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-147.00000000000006;BrokerField;null;-150.0;84.0;-144.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-141.00000000000006;BrokerField;null;-144.0;84.0;-138.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-135.00000000000006;BrokerField;null;-138.0;84.0;-132.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-129.00000000000006;BrokerField;null;-132.0;84.0;-126.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-123.00000000000006;BrokerField;null;-126.0;84.0;-120.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-117.00000000000006;BrokerField;null;-120.0;84.0;-114.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-111.00000000000006;BrokerField;null;-114.0;84.0;-108.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-105.00000000000006;BrokerField;null;-108.0;84.0;-102.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-99.00000000000006;BrokerField;null;-102.0;84.0;-96.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-93.00000000000006;BrokerField;null;-96.0;84.0;-90.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-87.00000000000006;BrokerField;null;-90.0;84.0;-84.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-81.00000000000006;BrokerField;null;-84.0;84.0;-78.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-75.00000000000006;BrokerField;null;-78.0;84.0;-72.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-69.00000000000006;BrokerField;null;-72.0;84.0;-66.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-63.00000000000005;BrokerField;null;-66.0;84.0;-60.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-57.00000000000005;BrokerField;null;-60.0;84.0;-54.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-51.00000000000005;BrokerField;null;-54.0;84.0;-48.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-45.00000000000005;BrokerField;null;-48.0;84.0;-42.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-39.00000000000005;BrokerField;null;-42.0;84.0;-36.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-33.00000000000005;BrokerField;null;-36.0;84.0;-30.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-27.00000000000005;BrokerField;null;-30.0;84.0;-24.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-21.00000000000005;BrokerField;null;-24.0;84.0;-18.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-15.00000000000005;BrokerField;null;-18.0;84.0;-12.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-9.00000000000005;BrokerField;null;-12.0;84.0;-6.0000000000001;89.9999999999999
Paris-1250015082;86.99999999999994;-3.00000000000005;BrokerField;null;-6.0;84.0;-1.0E-13;89.9999999999999
Paris-1250015082;86.99999999999994;2.99999999999995;BrokerField;null;0.0;84.0;5.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;8.99999999999995;BrokerField;null;6.0;84.0;11.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;14.99999999999995;BrokerField;null;12.0;84.0;17.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;20.99999999999995;BrokerField;null;18.0;84.0;23.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;26.99999999999995;BrokerField;null;24.0;84.0;29.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;32.99999999999995;BrokerField;null;30.0;84.0;35.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;38.99999999999995;BrokerField;null;36.0;84.0;41.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;44.99999999999995;BrokerField;null;42.0;84.0;47.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;50.99999999999995;BrokerField;null;48.0;84.0;53.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;56.99999999999995;BrokerField;null;54.0;84.0;59.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;62.99999999999995;BrokerField;null;60.0;84.0;65.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;68.99999999999994;BrokerField;null;66.0;84.0;71.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;74.99999999999994;BrokerField;null;72.0;84.0;77.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;80.99999999999994;BrokerField;null;78.0;84.0;83.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;86.99999999999994;BrokerField;null;84.0;84.0;89.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;92.99999999999994;BrokerField;null;90.0;84.0;95.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;98.99999999999994;BrokerField;null;96.0;84.0;101.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;104.99999999999994;BrokerField;null;102.0;84.0;107.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;110.99999999999994;BrokerField;null;108.0;84.0;113.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;116.99999999999994;BrokerField;null;114.0;84.0;119.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;122.99999999999994;BrokerField;null;120.0;84.0;125.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;128.99999999999994;BrokerField;null;126.0;84.0;131.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;134.99999999999994;BrokerField;null;132.0;84.0;137.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;140.99999999999994;BrokerField;null;138.0;84.0;143.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;146.99999999999994;BrokerField;null;144.0;84.0;149.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;152.99999999999994;BrokerField;null;150.0;84.0;155.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;158.99999999999994;BrokerField;null;156.0;84.0;161.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;164.99999999999994;BrokerField;null;162.0;84.0;167.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;170.99999999999994;BrokerField;null;168.0;84.0;173.9999999999999;89.9999999999999
Paris-1250015082;86.99999999999994;176.99999999999994;BrokerField;null;174.0;84.0;179.9999999999999;89.9999999999999
Providence-1840003289;41.823;-71.4187;Broker;Providence-1840003289;null;null;null;null
Providence-1840003289;-21.00000000000005;-147.00000000000006;BrokerField;null;-150.0;-24.0;-144.0000000000001;-18.0000000000001
Providence-1840003289;-15.00000000000005;-147.00000000000006;BrokerField;null;-150.0;-18.0;-144.0000000000001;-12.0000000000001
Providence-1840003289;-15.00000000000005;-141.00000000000006;BrokerField;null;-144.0;-18.0;-138.0000000000001;-12.0000000000001
Providence-1840003289;-15.00000000000005;-135.00000000000006;BrokerField;null;-138.0;-18.0;-132.0000000000001;-12.0000000000001
Providence-1840003289;-15.00000000000005;-129.00000000000006;BrokerField;null;-132.0;-18.0;-126.0000000000001;-12.0000000000001
Providence-1840003289;-15.00000000000005;-123.00000000000006;BrokerField;null;-126.0;-18.0;-120.0000000000001;-12.0000000000001
Providence-1840003289;-9.00000000000005;-147.00000000000006;BrokerField;null;-150.0;-12.0;-144.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-141.00000000000006;BrokerField;null;-144.0;-12.0;-138.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-135.00000000000006;BrokerField;null;-138.0;-12.0;-132.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-129.00000000000006;BrokerField;null;-132.0;-12.0;-126.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-123.00000000000006;BrokerField;null;-126.0;-12.0;-120.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-117.00000000000006;BrokerField;null;-120.0;-12.0;-114.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-111.00000000000006;BrokerField;null;-114.0;-12.0;-108.0000000000001;-6.0000000000001
Providence-1840003289;-9.00000000000005;-105.00000000000006;BrokerField;null;-108.0;-12.0;-102.0000000000001;-6.0000000000001
Providence-1840003289;-3.00000000000005;-147.00000000000006;BrokerField;null;-150.0;-6.0;-144.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-141.00000000000006;BrokerField;null;-144.0;-6.0;-138.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-135.00000000000006;BrokerField;null;-138.0;-6.0;-132.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-129.00000000000006;BrokerField;null;-132.0;-6.0;-126.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-123.00000000000006;BrokerField;null;-126.0;-6.0;-120.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-117.00000000000006;BrokerField;null;-120.0;-6.0;-114.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-111.00000000000006;BrokerField;null;-114.0;-6.0;-108.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-105.00000000000006;BrokerField;null;-108.0;-6.0;-102.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-99.00000000000006;BrokerField;null;-102.0;-6.0;-96.0000000000001;-1.0E-13
Providence-1840003289;-3.00000000000005;-93.00000000000006;BrokerField;null;-96.0;-6.0;-90.0000000000001;-1.0E-13
Providence-1840003289;2.99999999999995;-147.00000000000006;BrokerField;null;-150.0;0.0;-144.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-141.00000000000006;BrokerField;null;-144.0;0.0;-138.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-135.00000000000006;BrokerField;null;-138.0;0.0;-132.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-129.00000000000006;BrokerField;null;-132.0;0.0;-126.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-123.00000000000006;BrokerField;null;-126.0;0.0;-120.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-117.00000000000006;BrokerField;null;-120.0;0.0;-114.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-111.00000000000006;BrokerField;null;-114.0;0.0;-108.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-105.00000000000006;BrokerField;null;-108.0;0.0;-102.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-99.00000000000006;BrokerField;null;-102.0;0.0;-96.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-93.00000000000006;BrokerField;null;-96.0;0.0;-90.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-87.00000000000006;BrokerField;null;-90.0;0.0;-84.0000000000001;5.9999999999999
Providence-1840003289;2.99999999999995;-81.00000000000006;BrokerField;null;-84.0;0.0;-78.0000000000001;5.9999999999999
Providence-1840003289;8.99999999999995;-147.00000000000006;BrokerField;null;-150.0;6.0;-144.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-141.00000000000006;BrokerField;null;-144.0;6.0;-138.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-135.00000000000006;BrokerField;null;-138.0;6.0;-132.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-129.00000000000006;BrokerField;null;-132.0;6.0;-126.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-123.00000000000006;BrokerField;null;-126.0;6.0;-120.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-117.00000000000006;BrokerField;null;-120.0;6.0;-114.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-111.00000000000006;BrokerField;null;-114.0;6.0;-108.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-105.00000000000006;BrokerField;null;-108.0;6.0;-102.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-99.00000000000006;BrokerField;null;-102.0;6.0;-96.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-93.00000000000006;BrokerField;null;-96.0;6.0;-90.0000000000001;11.9999999999999
Providence-1840003289;8.99999999999995;-87.00000000000006;BrokerField;null;-90.0;6.0;-84.0000000000001;11.9999999999999
Seoul-1410836482;37.5833;127.0;Broker;Seoul-1410836482;null;null;null;null
Seoul-1410836482;-21.00000000000005;-159.00000000000006;BrokerField;null;-162.0;-24.0;-156.0000000000001;-18.0000000000001
Seoul-1410836482;-21.00000000000005;-153.00000000000006;BrokerField;null;-156.0;-24.0;-150.0000000000001;-18.0000000000001
Seoul-1410836482;-15.00000000000005;-177.00000000000006;BrokerField;null;-180.0;-18.0;-174.0000000000001;-12.0000000000001
Seoul-1410836482;-15.00000000000005;-171.00000000000006;BrokerField;null;-174.0;-18.0;-168.0000000000001;-12.0000000000001
Seoul-1410836482;-15.00000000000005;-165.00000000000006;BrokerField;null;-168.0;-18.0;-162.0000000000001;-12.0000000000001
Seoul-1410836482;-15.00000000000005;-159.00000000000006;BrokerField;null;-162.0;-18.0;-156.0000000000001;-12.0000000000001
Seoul-1410836482;-15.00000000000005;-153.00000000000006;BrokerField;null;-156.0;-18.0;-150.0000000000001;-12.0000000000001
Seoul-1410836482;-9.00000000000005;-177.00000000000006;BrokerField;null;-180.0;-12.0;-174.0000000000001;-6.0000000000001
null;null;null;BrokerField;null;-174.0;-12.0;-168.0000000000001;-6.0000000000001
null;null;null;BrokerField;null;-168.0;-12.0;-162.0000000000001;-6.0000000000001
null;null;null;BrokerField;null;-162.0;-12.0;-156.0000000000001;-6.0000000000001
null;null;null;BrokerField;null;-156.0;-12.0;-150.0000000000001;-6.0000000000001
Seoul-1410836482;-9.00000000000005;170.99999999999994;BrokerField;null;168.0;-12.0;173.9999999999999;-6.0000000000001
Seoul-1410836482;-9.00000000000005;176.99999999999994;BrokerField;null;174.0;-12.0;179.9999999999999;-6.0000000000001
Seoul-1410836482;-3.00000000000005;-177.00000000000006;BrokerField;null;-180.0;-6.0;-174.0000000000001;-1.0E-13
Seoul-1410836482;-3.00000000000005;-171.00000000000006;BrokerField;null;-174.0;-6.0;-168.0000000000001;-1.0E-13
Seoul-1410836482;-3.00000000000005;-165.00000000000006;BrokerField;null;-168.0;-6.0;-162.0000000000001;-1.0E-13
Seoul-1410836482;-3.00000000000005;-159.00000000000006;BrokerField;null;-162.0;-6.0;-156.0000000000001;-1.0E-13
Seoul-1410836482;-3.00000000000005;-153.00000000000006;BrokerField;null;-156.0;-6.0;-150.0000000000001;-1.0E-13
Seoul-1410836482;-3.00000000000005;164.99999999999994;BrokerField;null;162.0;-6.0;167.9999999999999;-1.0E-13
Tbilisi-1268203191;41.7225;44.7925;Broker;Paris-1250015082;null;null;null;null
Tbilisi-1268203191;8.99999999999995;50.99999999999995;BrokerField;null;48.0;6.0;53.9999999999999;11.9999999999999
Tbilisi-1268203191;8.99999999999995;56.99999999999995;BrokerField;null;54.0;6.0;59.9999999999999;11.9999999999999
Tbilisi-1268203191;8.99999999999995;62.99999999999995;BrokerField;null;60.0;6.0;65.9999999999999;11.9999999999999
Tbilisi-1268203191;8.99999999999995;68.99999999999994;BrokerField;null;66.0;6.0;71.9999999999999;11.9999999999999
Tbilisi-1268203191;14.99999999999995;38.99999999999995;BrokerField;null;36.0;12.0;41.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;44.99999999999995;BrokerField;null;42.0;12.0;47.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;50.99999999999995;BrokerField;null;48.0;12.0;53.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;56.99999999999995;BrokerField;null;54.0;12.0;59.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;62.99999999999995;BrokerField;null;60.0;12.0;65.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;68.99999999999994;BrokerField;null;66.0;12.0;71.9999999999999;17.9999999999999
Tbilisi-1268203191;14.99999999999995;74.99999999999994;BrokerField;null;72.0;12.0;77.9999999999999;17.9999999999999
Tbilisi-1268203191;20.99999999999995;32.99999999999995;BrokerField;null;30.0;18.0;35.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;38.99999999999995;BrokerField;null;36.0;18.0;41.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;44.99999999999995;BrokerField;null;42.0;18.0;47.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;50.99999999999995;BrokerField;null;48.0;18.0;53.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;56.99999999999995;BrokerField;null;54.0;18.0;59.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;62.99999999999995;BrokerField;null;60.0;18.0;65.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;68.99999999999994;BrokerField;null;66.0;18.0;71.9999999999999;23.9999999999999
Tbilisi-1268203191;20.99999999999995;74.99999999999994;BrokerField;null;72.0;18.0;77.9999999999999;23.9999999999999
Tbilisi-1268203191;26.99999999999995;20.99999999999995;BrokerField;null;18.0;24.0;23.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;26.99999999999995;BrokerField;null;24.0;24.0;29.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;32.99999999999995;BrokerField;null;30.0;24.0;35.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;38.99999999999995;BrokerField;null;36.0;24.0;41.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;44.99999999999995;BrokerField;null;42.0;24.0;47.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;50.99999999999995;BrokerField;null;48.0;24.0;53.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;56.99999999999995;BrokerField;null;54.0;24.0;59.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;62.99999999999995;BrokerField;null;60.0;24.0;65.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;68.99999999999994;BrokerField;null;66.0;24.0;71.9999999999999;29.9999999999999
Tbilisi-1268203191;26.99999999999995;74.99999999999994;BrokerField;null;72.0;24.0;77.9999999999999;29.9999999999999
Tbilisi-1268203191;32.99999999999995;20.99999999999995;BrokerField;null;18.0;30.0;23.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;26.99999999999995;BrokerField;null;24.0;30.0;29.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;32.99999999999995;BrokerField;null;30.0;30.0;35.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;38.99999999999995;BrokerField;null;36.0;30.0;41.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;44.99999999999995;BrokerField;null;42.0;30.0;47.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;50.99999999999995;BrokerField;null;48.0;30.0;53.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;56.99999999999995;BrokerField;null;54.0;30.0;59.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;62.99999999999995;BrokerField;null;60.0;30.0;65.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;68.99999999999994;BrokerField;null;66.0;30.0;71.9999999999999;35.9999999999999
Tbilisi-1268203191;32.99999999999995;74.99999999999994;BrokerField;null;72.0;30.0;77.9999999999999;35.9999999999999
null;null;null;BrokerField;null;-36.0;24.0;-18.0000000000001;29.9999999999999
null;null;null;BrokerField;null;-18.0;24.0;-12.0000000000001;29.9999999999999
null;null;null;BrokerField;null;-12.0;24.0;-6.0000000000001;29.9999999999999
null;null;null;BrokerField;null;-6.0;24.0;-1.0E-13;29.9999999999999
null;null;null;BrokerField;null;-36.0;30.0;-30.0000000000001;35.9999999999999
Seoul-1410836482;null;null;BrokerField;null;-30.0;30.0;-24.0000000000001;35.9999999999999